ord_dt,sale_amt,offer_amt,offer_cnt,shop_id_x,rtn_cnt,rtn_amt,ord_cnt,pid,user_cnt,on_dt,off_dt,brand,cate,shop_id_y
2017-03-05,16.52,17.66,1,1338,0,0.0,1,8851248,1,2017-02-24,,2779.0,263.0,1338.0
2017-04-05,66.08,70.63,3,1338,0,0.0,3,8851248,3,2017-02-24,,2779.0,263.0,1338.0
2017-03-25,16.52,17.66,1,1338,0,0.0,1,8851301,1,2017-02-24,,2779.0,263.0,1338.0
2017-04-20,33.04,35.32,2,1338,0,0.0,2,8851301,2,2017-02-24,,2779.0,263.0,1338.0
2017-03-13,16.52,17.66,1,1338,0,0.0,1,8851301,1,2017-02-24,,2779.0,263.0,1338.0
2017-04-11,16.52,17.66,1,1338,0,0.0,1,8851301,1,2017-02-24,,2779.0,263.0,1338.0
2017-03-19,16.52,17.66,1,1338,0,0.0,1,8851301,1,2017-02-24,,2779.0,263.0,1338.0
2017-03-25,16.52,17.66,1,1338,0,0.0,1,8851306,1,2017-02-24,,2779.0,263.0,1338.0
2017-04-27,16.52,17.66,1,1338,0,0.0,1,8851306,1,2017-02-24,,2779.0,263.0,1338.0
2017-04-23,16.52,17.66,1,1338,0,0.0,1,8851310,1,2017-02-24,,2779.0,263.0,1338.0
2017-03-14,16.52,17.66,1,1338,0,0.0,1,8851310,1,2017-02-24,,2779.0,263.0,1338.0
2017-04-15,33.04,35.32,2,1338,0,0.0,2,8851310,2,2017-02-24,,2779.0,263.0,1338.0
2017-04-01,16.52,17.66,1,1338,0,0.0,1,8851315,1,2017-02-24,,2779.0,263.0,1338.0
2017-04-10,16.52,17.66,1,1338,0,0.0,1,8851324,1,2017-02-24,,2779.0,263.0,1338.0
2017-04-29,16.52,17.66,1,1338,0,0.0,1,8851333,1,2017-02-24,,2779.0,263.0,1338.0
2017-04-07,16.52,17.66,1,1338,0,0.0,1,8851333,1,2017-02-24,,2779.0,263.0,1338.0
2017-04-17,16.52,17.66,1,1338,0,0.0,1,8851338,1,2017-02-24,,2779.0,263.0,1338.0
2017-03-20,47.91,3.68,1,1338,0,0.0,1,8851342,1,2017-02-24,,2779.0,263.0,1338.0
2017-03-13,66.08,70.63,3,1338,0,0.0,3,8851347,3,2017-02-24,,2779.0,263.0,1338.0
2017-04-01,16.52,17.66,1,1338,0,0.0,1,8851347,1,2017-02-24,,2779.0,263.0,1338.0
2017-03-20,16.52,17.66,1,1338,0,0.0,1,8851347,1,2017-02-24,,2779.0,263.0,1338.0
2017-03-25,16.52,17.66,1,1338,0,0.0,1,8851347,1,2017-02-24,,2779.0,263.0,1338.0
2017-04-15,16.52,17.66,1,1338,0,0.0,1,8851351,1,2017-02-24,,2779.0,263.0,1338.0
2017-04-29,33.04,35.32,1,1338,0,0.0,1,8851356,1,2017-02-24,,2779.0,263.0,1338.0
2017-03-11,33.04,35.32,2,1338,0,0.0,2,8851360,2,2017-02-24,,2779.0,263.0,1338.0
2017-04-26,16.52,17.66,1,1338,0,0.0,1,8851360,1,2017-02-24,,2779.0,263.0,1338.0
2017-04-16,16.52,17.66,1,1338,0,0.0,1,8851360,1,2017-02-24,,2779.0,263.0,1338.0
2017-04-10,66.08,70.63,2,1338,0,0.0,2,8851360,2,2017-02-24,,2779.0,263.0,1338.0
2017-03-17,16.52,17.66,1,1338,0,0.0,1,8851360,1,2017-02-24,,2779.0,263.0,1338.0
2017-04-17,16.52,17.66,1,1338,0,0.0,1,8851360,1,2017-02-24,,2779.0,263.0,1338.0
2017-03-27,33.04,35.32,2,1338,0,0.0,2,8851360,2,2017-02-24,,2779.0,263.0,1338.0
2017-03-25,16.52,17.66,1,1338,0,0.0,1,8851360,1,2017-02-24,,2779.0,263.0,1338.0
2017-04-11,16.52,17.66,1,1338,0,0.0,1,8851360,1,2017-02-24,,2779.0,263.0,1338.0
2017-04-09,49.56,52.97,2,1338,0,0.0,2,8851360,2,2017-02-24,,2779.0,263.0,1338.0
2017-04-08,16.52,17.66,1,1338,0,0.0,1,8851360,1,2017-02-24,,2779.0,263.0,1338.0
2017-04-12,49.56,52.97,3,1338,0,0.0,3,8851360,3,2017-02-24,,2779.0,263.0,1338.0
2017-04-13,16.52,17.66,1,1338,0,0.0,1,8851360,1,2017-02-24,,2779.0,263.0,1338.0
2017-04-15,33.04,35.32,2,1338,0,0.0,2,8851360,2,2017-02-24,,2779.0,263.0,1338.0
2017-03-23,33.04,35.32,1,1338,0,0.0,1,8851360,1,2017-02-24,,2779.0,263.0,1338.0
2017-03-26,49.56,52.97,3,1338,0,0.0,3,8851360,3,2017-02-24,,2779.0,263.0,1338.0
2017-03-09,33.04,35.32,2,1338,0,0.0,2,8851360,2,2017-02-24,,2779.0,263.0,1338.0
2017-03-13,16.52,17.66,1,1338,0,0.0,1,8851360,1,2017-02-24,,2779.0,263.0,1338.0
2017-04-28,16.52,17.66,1,1338,0,0.0,1,8851360,1,2017-02-24,,2779.0,263.0,1338.0
2017-03-08,16.52,17.66,1,1338,0,0.0,1,8851360,1,2017-02-24,,2779.0,263.0,1338.0
2017-03-24,49.56,52.97,3,1338,0,0.0,3,8851360,3,2017-02-24,,2779.0,263.0,1338.0
2017-04-08,72.68,0.0,0,1338,0,0.0,1,8962985,1,2017-02-26,,2779.0,255.0,1338.0
2017-03-21,20.65,15.82,1,1338,0,0.0,1,9493493,1,2017-03-07,,2779.0,257.0,1338.0
2017-04-16,20.65,15.82,1,1338,0,0.0,1,9493493,1,2017-03-07,,2779.0,257.0,1338.0
2017-03-23,20.65,15.82,1,1338,0,0.0,1,9493493,1,2017-03-07,,2779.0,257.0,1338.0
2017-03-11,20.65,15.82,1,1338,0,0.0,1,9493497,1,2017-03-07,,2779.0,257.0,1338.0
2017-04-15,20.65,15.82,1,1338,0,0.0,1,9493497,1,2017-03-07,,2779.0,257.0,1338.0
2017-04-17,16.52,11.04,1,1338,0,0.0,1,9496187,1,2017-03-07,,2779.0,129.0,1338.0
2017-04-23,16.52,11.04,1,1338,0,0.0,1,9496187,1,2017-03-07,,2779.0,129.0,1338.0
2017-04-03,33.04,22.07,2,1338,0,0.0,2,9496187,2,2017-03-07,,2779.0,129.0,1338.0
2017-03-20,16.52,11.04,1,1338,0,0.0,1,9496187,1,2017-03-07,,2779.0,129.0,1338.0
2017-04-29,16.52,11.04,1,1338,0,0.0,1,9496187,1,2017-03-07,,2779.0,129.0,1338.0
2017-03-20,16.52,11.04,1,1338,0,0.0,1,9496192,1,2017-03-07,,2779.0,129.0,1338.0
2017-04-06,16.52,11.04,1,1338,0,0.0,1,9496192,1,2017-03-07,,2779.0,129.0,1338.0
2017-04-28,16.52,11.04,1,1338,0,0.0,1,9496192,1,2017-03-07,,2779.0,129.0,1338.0
2017-03-26,16.52,11.04,1,1338,1,7.36,1,9496192,1,2017-03-07,,2779.0,129.0,1338.0
2017-04-13,16.52,11.04,1,1338,0,0.0,1,9496192,1,2017-03-07,,2779.0,129.0,1338.0
2017-03-30,33.04,22.07,1,1338,0,0.0,1,9496192,1,2017-03-07,,2779.0,129.0,1338.0
2017-03-18,16.52,11.04,1,1338,0,0.0,1,9496196,1,2017-03-07,,2779.0,129.0,1338.0
2017-04-20,19.82,11.4,1,1338,0,0.0,1,9496659,1,2017-03-07,,2779.0,129.0,1338.0
2017-04-27,19.82,11.4,1,1338,0,0.0,1,9496659,1,2017-03-07,,2779.0,129.0,1338.0
2017-03-31,19.82,11.4,1,1338,0,0.0,1,9496659,1,2017-03-07,,2779.0,129.0,1338.0
2017-03-26,19.82,11.4,1,1338,0,0.0,1,9496659,1,2017-03-07,,2779.0,129.0,1338.0
2017-04-24,79.29,45.62,4,1338,0,0.0,4,9496659,4,2017-03-07,,2779.0,129.0,1338.0
2017-04-14,19.82,11.4,1,1338,0,0.0,1,9496659,1,2017-03-07,,2779.0,129.0,1338.0
2017-04-26,39.65,22.81,2,1338,0,0.0,2,9496659,2,2017-03-07,,2779.0,129.0,1338.0
2017-04-08,59.47,34.21,3,1338,0,0.0,3,9496659,3,2017-03-07,,2779.0,129.0,1338.0
2017-04-18,19.82,11.4,1,1338,0,0.0,1,9496664,1,2017-03-07,,2779.0,129.0,1338.0
2017-03-27,31.39,11.04,1,1338,0,0.0,1,9497807,1,2017-03-07,,2779.0,257.0,1338.0
2017-03-13,12.39,15.82,1,1338,0,0.0,1,9549738,1,2017-03-08,,2779.0,259.0,1338.0
2017-04-25,18.17,12.51,1,1338,0,0.0,1,9551252,1,2017-03-08,,2779.0,129.0,1338.0
2017-04-03,35.52,16.55,1,1338,0,0.0,1,9600518,1,2017-03-09,,2779.0,257.0,1338.0
2017-03-20,35.52,16.55,1,1338,1,15.82,1,9600518,1,2017-03-09,,2779.0,257.0,1338.0
2017-04-07,35.52,16.55,1,1338,0,0.0,1,9600518,1,2017-03-09,,2779.0,257.0,1338.0
2017-04-04,35.52,16.55,1,1338,0,0.0,1,9600518,1,2017-03-09,,2779.0,257.0,1338.0
2017-04-21,39.65,25.02,1,1338,0,0.0,1,9725518,1,2017-03-11,,2779.0,262.0,1338.0
2017-03-31,19.82,12.51,1,1338,0,0.0,1,9725518,1,2017-03-11,,2779.0,262.0,1338.0
2017-04-01,19.82,12.51,1,1338,0,0.0,1,9725523,1,2017-03-11,,2779.0,262.0,1338.0
2017-03-14,39.65,25.02,2,1338,0,0.0,2,9725532,2,2017-03-11,,2779.0,262.0,1338.0
2017-03-30,19.82,11.4,1,1338,0,0.0,1,9727629,1,2017-03-11,,2779.0,262.0,1338.0
2017-03-17,19.82,23.54,1,1338,0,0.0,1,9731539,1,2017-03-11,,2779.0,262.0,1338.0
2017-04-13,29.73,10.67,1,1338,0,0.0,1,10492273,1,2017-03-23,,2779.0,262.0,1338.0
2017-04-02,32.21,0.0,0,1338,0,0.0,1,10708320,1,2017-02-24,,2779.0,263.0,1338.0
2017-04-16,32.21,0.0,0,1338,0,0.0,1,10708329,1,2017-02-24,,2779.0,263.0,1338.0
2017-04-27,32.21,0.0,0,1338,0,0.0,1,10708329,1,2017-02-24,,2779.0,263.0,1338.0
2017-04-16,32.21,0.0,0,1338,0,0.0,1,10708342,1,2017-02-24,,2779.0,263.0,1338.0
2017-04-09,16.52,13.98,1,1338,0,0.0,1,10829408,1,2017-03-28,,2779.0,263.0,1338.0
2017-04-27,16.52,13.98,1,1338,0,0.0,1,10829408,1,2017-03-28,,2779.0,263.0,1338.0
2017-04-26,16.52,13.98,1,1338,0,0.0,1,10829408,1,2017-03-28,,2779.0,263.0,1338.0
2017-04-11,16.52,13.98,1,1338,0,0.0,1,10829408,1,2017-03-28,,2779.0,263.0,1338.0
2017-04-15,16.52,13.98,1,1338,0,0.0,1,10829413,1,2017-03-28,,2779.0,263.0,1338.0
2017-04-25,21.47,11.77,1,1338,0,0.0,1,10829417,1,2017-03-28,,2779.0,263.0,1338.0
2017-04-21,16.52,13.98,1,1338,0,0.0,1,10829473,1,2017-03-28,,2779.0,263.0,1338.0
2017-04-21,21.47,11.77,1,1338,0,0.0,1,10829491,1,2017-03-28,,2779.0,263.0,1338.0
2017-04-28,16.52,17.66,1,1338,0,0.0,1,11205299,1,2017-04-04,,1490.0,263.0,1338.0
2017-04-06,185.01,117.72,8,1338,0,0.0,8,11206033,8,2017-04-04,,1490.0,263.0,1338.0
2017-04-29,23.13,14.72,1,1338,0,0.0,1,11206033,1,2017-04-04,,1490.0,263.0,1338.0
2017-04-09,23.13,14.72,1,1338,0,0.0,1,11206033,1,2017-04-04,,1490.0,263.0,1338.0
2017-04-05,46.25,29.43,2,1338,0,0.0,2,11206033,2,2017-04-04,,1490.0,263.0,1338.0
2017-04-11,46.25,29.43,1,1338,0,0.0,1,11206038,1,2017-04-04,,1490.0,263.0,1338.0
2017-04-16,99.11,64.38,5,1338,0,0.0,5,11247772,5,2017-04-05,,1490.0,262.0,1338.0
2017-04-17,178.41,115.88,9,1338,0,0.0,9,11247772,9,2017-04-05,,1490.0,262.0,1338.0
2017-04-25,19.82,12.88,1,1338,0,0.0,1,11247772,1,2017-04-05,,1490.0,262.0,1338.0
2017-04-29,19.82,12.88,1,1338,0,0.0,1,11247772,1,2017-04-05,,1490.0,262.0,1338.0
2017-04-19,19.82,12.88,1,1338,0,0.0,1,11247772,1,2017-04-05,,1490.0,262.0,1338.0
2017-04-10,39.65,25.75,2,1338,0,0.0,2,11247772,2,2017-04-05,,1490.0,262.0,1338.0
2017-04-06,99.11,64.38,5,1338,0,0.0,5,11247772,5,2017-04-05,,1490.0,262.0,1338.0
2017-04-11,99.11,64.38,5,1338,0,0.0,5,11247772,5,2017-04-05,,1490.0,262.0,1338.0
2017-04-15,198.23,128.76,10,1338,0,0.0,10,11247772,10,2017-04-05,,1490.0,262.0,1338.0
2017-04-22,23.95,14.35,1,1338,0,0.0,1,11258768,1,2017-04-05,,1490.0,262.0,1338.0
2017-04-10,23.95,14.35,1,1338,0,0.0,1,11258772,1,2017-04-05,,1490.0,262.0,1338.0
2017-04-15,19.82,16.19,1,1338,0,0.0,1,11258791,1,2017-04-05,,1490.0,262.0,1338.0
2017-04-20,39.65,32.37,1,1338,0,0.0,1,11258804,1,2017-04-05,,1490.0,262.0,1338.0
2017-04-13,23.95,14.35,1,1338,0,0.0,1,11258813,1,2017-04-05,,1490.0,262.0,1338.0
2017-04-28,16.52,14.35,1,1338,0,0.0,1,11491493,1,2017-04-09,,1490.0,263.0,1338.0
2017-04-16,16.52,14.35,1,1338,0,0.0,1,11492232,1,2017-04-09,,1490.0,263.0,1338.0
2017-04-16,16.52,18.03,1,1338,0,0.0,1,11492981,1,2017-04-09,,1490.0,263.0,1338.0
2017-04-21,16.52,18.03,1,1338,0,0.0,1,11494293,1,2017-04-09,,1490.0,263.0,1338.0
2017-04-29,16.52,18.03,1,1338,0,0.0,1,11494293,1,2017-04-09,,1490.0,263.0,1338.0
2017-04-29,16.52,18.03,1,1338,0,0.0,1,11494298,1,2017-04-09,,1490.0,263.0,1338.0
2017-04-16,16.52,18.03,1,1338,0,0.0,1,11494311,1,2017-04-09,,1490.0,263.0,1338.0
2017-04-18,16.52,18.03,1,1338,0,0.0,1,11494311,1,2017-04-09,,1490.0,263.0,1338.0
2017-04-14,16.52,18.03,1,1338,0,0.0,1,11494316,1,2017-04-09,,1490.0,263.0,1338.0
2017-04-26,16.52,14.35,1,1338,0,0.0,1,11496133,1,2017-04-09,,1490.0,263.0,1338.0
2017-04-26,16.52,14.35,1,1338,0,0.0,1,11496151,1,2017-04-09,,1490.0,263.0,1338.0
2017-04-27,16.52,14.35,1,1338,0,0.0,1,11496156,1,2017-04-09,,1490.0,263.0,1338.0
2017-04-30,16.52,17.66,1,1338,0,0.0,1,11500598,1,2017-04-09,,1490.0,263.0,1338.0
2017-04-23,16.52,17.66,1,1338,0,0.0,1,11500598,1,2017-04-09,,1490.0,263.0,1338.0
2017-04-18,33.04,35.32,2,1338,0,0.0,2,11500598,2,2017-04-09,,1490.0,263.0,1338.0
2017-04-23,21.47,15.45,1,1338,0,0.0,1,11736185,1,2017-04-13,,1490.0,263.0,1338.0
2017-04-21,54.51,72.84,3,1338,0,0.0,3,11971084,3,2017-04-16,,1490.0,262.0,1338.0
2017-04-26,127.2,169.96,6,1338,0,0.0,6,11971084,6,2017-04-16,,1490.0,262.0,1338.0
2017-04-28,54.51,72.84,3,1338,0,0.0,3,11971084,3,2017-04-16,,1490.0,262.0,1338.0
2017-04-24,16.52,17.66,1,1338,0,0.0,1,12030926,1,2017-04-17,,1490.0,129.0,1338.0
2017-04-21,16.52,17.66,1,1338,0,0.0,1,12030926,1,2017-04-17,,1490.0,129.0,1338.0
2017-04-30,12.39,7.36,1,1338,0,0.0,1,12359430,1,2017-04-22,,1490.0,130.0,1338.0
2017-04-24,12.39,18.39,1,1338,0,0.0,1,12404039,1,2017-04-23,,1490.0,130.0,1338.0
2017-04-26,34.69,56.29,3,1338,0,0.0,3,12482567,3,2017-04-24,,1490.0,130.0,1338.0
2017-04-30,31.39,28.69,2,1338,0,0.0,2,12607390,2,2017-04-26,,1490.0,130.0,1338.0
2017-04-30,89.2,25.02,2,1338,0,0.0,2,12735900,2,2017-04-29,,1490.0,130.0,1338.0
2017-02-04,80.94,0.0,0,1338,0,0.0,1,12954780,1,,,,,
2016-11-14,80.94,0.0,0,1338,0,0.0,1,12954784,1,,,,,
2016-09-09,123.07,0.0,0,1338,0,0.0,1,12960050,1,,,,,
2016-11-13,47.91,0.0,0,1338,0,0.0,1,12960480,1,,,,,
2016-09-23,66.08,0.0,0,1338,0,0.0,1,12961143,1,,,,,
2016-10-22,66.08,0.0,0,1338,0,0.0,1,12961143,1,,,,,
2016-10-24,39.65,0.0,0,1338,0,0.0,1,12961155,1,,,,,
2016-11-30,39.65,0.0,0,1338,0,0.0,1,12961155,1,,,,,
2016-12-02,39.65,0.0,0,1338,0,0.0,1,12961155,1,,,,,
2016-09-22,39.65,0.0,0,1338,0,0.0,1,12961155,1,,,,,
2016-10-31,39.65,0.0,0,1338,0,0.0,1,12961155,1,,,,,
2016-09-21,79.29,0.0,0,1338,0,0.0,1,12961155,1,,,,,
2016-12-01,39.65,0.0,0,1338,0,0.0,1,12961155,1,,,,,
2016-09-16,39.65,0.0,0,1338,0,0.0,1,12961155,1,,,,,
2016-11-26,39.65,0.0,0,1338,0,0.0,1,12961155,1,,,,,
2016-12-13,32.21,3.31,1,1338,0,0.0,1,12961155,1,,,,,
2016-09-12,37.99,0.0,0,1338,0,0.0,1,12962469,1,,,,,
2016-12-07,37.99,0.0,0,1338,0,0.0,1,12962471,1,,,,,
2016-08-21,37.99,0.0,0,1338,0,0.0,1,12962471,1,,,,,
2016-08-18,37.99,0.0,0,1338,0,0.0,1,12962471,1,,,,,
2016-10-11,37.99,0.0,0,1338,0,0.0,1,12962474,1,,,,,
2016-10-11,39.65,0.0,0,1338,0,0.0,1,12964578,1,,,,,
2016-10-06,39.65,0.0,0,1338,0,0.0,1,12964578,1,,,,,
2016-10-04,39.65,0.0,0,1338,0,0.0,1,12964578,1,,,,,
2016-09-18,45.43,0.0,0,1338,0,0.0,1,12970205,1,,,,,
2017-02-03,31.39,0.0,0,1338,0,0.0,1,12970213,1,,,,,
2017-02-21,31.39,0.0,0,1338,0,0.0,1,12970213,1,,,,,
2017-01-24,31.39,0.0,0,1338,0,0.0,1,12970213,1,,,,,
2016-10-15,45.43,0.0,0,1338,0,0.0,1,12970223,1,,,,,
2016-12-05,39.65,0.0,0,1338,0,0.0,1,12970235,1,,,,,
2017-01-05,64.42,0.0,0,1338,0,0.0,1,12973806,1,,,,,
2016-11-08,64.42,0.0,0,1338,0,0.0,1,12973806,1,,,,,
2016-10-21,64.42,0.0,0,1338,0,0.0,1,12973806,1,,,,,
2017-02-10,64.42,0.0,0,1338,0,0.0,1,12973806,1,,,,,
2016-11-01,64.42,0.0,0,1338,0,0.0,1,12973806,1,,,,,
2016-10-22,64.42,0.0,0,1338,0,0.0,1,12973806,1,,,,,
2016-12-04,80.94,3642.37,1,1338,0,0.0,1,12975214,1,,,,,
2016-11-30,80.94,3642.37,1,1338,0,0.0,1,12975214,1,,,,,
2016-11-23,161.89,4414.55,2,1338,0,0.0,2,12975214,2,,,,,
2016-11-11,161.89,4414.55,2,1338,0,0.0,2,12975214,2,,,,,
2016-11-20,80.94,2207.28,1,1338,0,0.0,1,12975214,1,,,,,
2016-11-29,80.94,3642.37,1,1338,0,0.0,1,12975214,1,,,,,
2016-11-05,39.65,0.0,0,1338,0,0.0,1,12975226,1,,,,,
2016-10-03,39.65,0.0,0,1338,0,0.0,1,12975226,1,,,,,
2016-08-29,39.65,0.0,0,1338,0,0.0,1,12975226,1,,,,,
2016-08-19,39.65,0.0,0,1338,0,0.0,1,12975230,1,,,,,
2016-12-12,39.65,0.0,0,1338,0,0.0,1,12975230,1,,,,,
2016-11-01,39.65,0.0,0,1338,0,0.0,1,12975230,1,,,,,
2016-10-06,39.65,0.0,0,1338,0,0.0,1,12975230,1,,,,,
2016-12-04,39.65,0.0,0,1338,0,0.0,1,12975230,1,,,,,
2016-11-15,79.29,0.0,0,1338,0,0.0,1,12975230,1,,,,,
2016-11-14,39.65,0.0,0,1338,0,0.0,1,12975230,1,,,,,
2017-03-08,37.17,0.0,0,1338,0,0.0,1,12975241,1,,,,,
2016-11-03,145.37,0.0,0,1338,0,0.0,2,12975459,2,,,,,
2016-11-01,145.37,0.0,0,1338,0,0.0,2,12975459,2,,,,,
2016-11-18,72.68,0.0,0,1338,0,0.0,1,12975464,1,,,,,
2016-11-05,72.68,0.0,0,1338,0,0.0,1,12975464,1,,,,,
2017-01-17,72.68,0.0,0,1338,0,0.0,1,12975464,1,,,,,
2016-12-21,72.68,0.0,0,1338,0,0.0,1,12975464,1,,,,,
2016-11-08,72.68,0.0,0,1338,0,0.0,1,12975464,1,,,,,
2016-11-21,39.65,0.0,0,1338,0,0.0,1,12975466,1,,,,,
2016-09-15,39.65,0.0,0,1338,0,0.0,1,12975468,1,,,,,
2016-11-25,39.65,0.0,0,1338,0,0.0,1,12975471,1,,,,,
2017-01-16,72.68,0.0,0,1338,0,0.0,1,12976576,1,,,,,
2016-08-09,37.17,0.0,0,1338,0,0.0,1,12976589,1,,,,,
2016-10-20,25.6,0.0,0,1338,0,0.0,1,12977045,1,,,,,
2016-11-27,42.95,0.0,0,1338,0,0.0,1,12977048,1,,,,,
